timestamp,elapsed_s,measured_v,current_mA,resistance,std_dev,stage
2026-05-25T13:14:22.726,0.000006,0.01737952,4.00000000,,,
2026-05-25T13:14:22.746,5.312348,0.01737922,4.00000000,,,
2026-05-25T13:14:22.766,5.332403,0.01737992,4.00000000,,,
2026-05-25T13:14:22.786,5.352350,0.01737982,4.00000000,,,
2026-05-25T13:14:22.806,5.372509,0.01737988,4.00000000,,,
2026-05-25T13:14:22.826,5.392138,0.01738012,4.00000000,,,
2026-05-25T13:14:22.846,5.412370,0.01738048,4.00000000,,,
2026-05-25T13:14:22.866,5.432348,0.01738024,4.00000000,,,
2026-05-25T13:14:22.886,5.452367,0.01738048,4.00000000,,,
2026-05-25T13:14:22.907,5.472170,0.01738060,4.00000000,,,
2026-05-25T13:14:22.926,5.492969,0.01738048,4.00000000,,,
2026-05-25T13:14:22.946,5.512204,0.01738036,4.00000000,,,
2026-05-25T13:14:22.966,5.532327,0.01738024,4.00000000,,,
2026-05-25T13:14:22.986,5.552121,0.01738012,4.00000000,,,
2026-05-25T13:14:23.006,5.572397,0.01738024,4.00000000,,,
2026-05-25T13:14:23.026,5.592139,0.01738024,4.00000000,,,
2026-05-25T13:14:23.047,5.612150,0.01738012,4.00000000,,,
2026-05-25T13:14:23.066,5.632965,0.01738036,4.00000000,,,
2026-05-25T13:14:23.086,5.652877,0.01738048,4.00000000,,,
2026-05-25T13:14:23.106,5.672195,0.01738036,4.00000000,,,
2026-05-25T13:14:23.126,5.692740,0.01738024,4.00000000,,,
2026-05-25T13:14:23.146,5.712343,0.01738048,4.00000000,,,
2026-05-25T13:14:23.166,5.732367,0.01738024,4.00000000,,,
2026-05-25T13:14:23.186,5.752463,0.01738000,4.00000000,,,
2026-05-25T13:14:23.206,5.772228,0.01737988,4.00000000,,,
2026-05-25T13:14:23.226,5.792849,0.01737964,4.00000000,,,
2026-05-25T13:14:23.246,5.812847,0.01737952,4.00000000,,,
2026-05-25T13:14:23.266,5.832155,0.01737976,4.00000000,,,
2026-05-25T13:14:23.286,5.852310,0.01737976,4.00000000,,,
2026-05-25T13:14:23.306,5.872147,0.01737976,4.00000000,,,
2026-05-25T13:14:23.326,5.892100,0.01738024,4.00000000,,,
2026-05-25T13:14:23.346,5.912142,0.01738024,4.00000000,,,
2026-05-25T13:14:23.366,5.932137,0.01738000,4.00000000,,,
2026-05-25T13:14:23.386,5.952142,0.01738012,4.00000000,,,
2026-05-25T13:14:23.406,5.972147,0.01738012,4.00000000,,,
2026-05-25T13:14:23.426,5.992149,0.01738000,4.00000000,,,
2026-05-25T13:14:23.446,6.012146,0.01738000,4.00000000,,,
